unifact_id,uni_name,country_name,year,teaching,research,citations,industry_income,international_outlook
414,Eindhoven University of Technology,Netherlands,2015,38.3,47.1,57.3,99.9,69
415,Erasmus University Rotterdam,Netherlands,2015,39.8,53.7,82.3,54.4,66.2
416,Leiden University,Netherlands,2015,45,58.2,82.3,47.3,59.5
417,Maastricht University,Netherlands,2015,32.4,48.1,70.1,96.1,89.7
418,Radboud University Nijmegen,Netherlands,2015,30.5,46.7,73.9,42.8,61.6
419,Tilburg University,Netherlands,2015,32.3,45.1,34.9,55.1,62.2
420,University of Amsterdam,Netherlands,2015,42,55.4,76.6,56.7,60.5
421,University of Groningen,Netherlands,2015,36.9,50.8,68.1,88.9,56.1
422,University of Twente,Netherlands,2015,32.3,45.3,49.4,89.2,67.2
423,Utrecht University,Netherlands,2015,38.2,54.8,80,84.1,52.9
424,Vrije Universiteit Amsterdam,Netherlands,2015,35.5,43.2,74.9,60,50.6
425,Wageningen University & Research,Netherlands,2015,44.3,46.8,77.5,100,78.7
426,Delft University of Technology,Netherlands,2016,55,73.8,61.5,100,84
427,Eindhoven University of Technology,Netherlands,2016,34.3,41,70.7,57.3,71.3
428,Erasmus University Rotterdam,Netherlands,2016,37.2,55.2,95.6,54.6,76.1
429,Leiden University,Netherlands,2016,50.5,63.1,85.2,49.8,64.3
430,Maastricht University,Netherlands,2016,37.5,47.7,82.7,95.4,95.5
431,Radboud University Nijmegen,Netherlands,2016,34.3,48.5,84.9,39.2,60.9
432,Tilburg University,Netherlands,2016,34.1,47.1,51.5,57.4,71.6
433,University of Amsterdam,Netherlands,2016,52.2,64.7,87.4,62.8,66.5
434,University of Groningen,Netherlands,2016,43.3,56.9,84,92.4,63.9
435,University of Twente,Netherlands,2016,34.1,45.6,68.8,91.2,80.1
436,Utrecht University,Netherlands,2016,48.1,64.3,88.1,89.1,55.8
437,Vrije Universiteit Amsterdam,Netherlands,2016,28.4,37.1,90.7,60.1,54.9
438,Wageningen University & Research,Netherlands,2016,52.6,66.9,87.8,100,70.3
439,Delft University of Technology,Netherlands,2017,56.2,72.9,67.3,99.9,85.9
440,Eindhoven University of Technology,Netherlands,2017,36.6,43.5,71.7,56.9,72
441,Erasmus University Rotterdam,Netherlands,2017,38.8,56.8,95.6,57.7,77.1
442,Leiden University,Netherlands,2017,46.1,57.9,86.1,47.3,68.1
443,Maastricht University,Netherlands,2017,39.2,48.6,84.4,85.7,96
444,Radboud University Nijmegen,Netherlands,2017,35,50.6,87.2,45.2,68.3
445,Tilburg University,Netherlands,2017,38.8,50.2,57,58,74.3
446,University of Amsterdam,Netherlands,2017,49.4,62,90.3,54.6,69.3
447,University of Groningen,Netherlands,2017,41.9,55.1,87.1,79.9,66.4
448,University of Twente,Netherlands,2017,36.8,46.7,70.8,84.6,83.6
449,Utrecht University,Netherlands,2017,46.1,48.5,90.7,80.7,57.6
450,Vrije Universiteit Amsterdam,Netherlands,2017,33.1,40.2,89.4,50.3,58.9
451,Wageningen University & Research,Netherlands,2017,51.8,50.1,92.8,100,75.6
452,Delft University of Technology,Netherlands,2018,53.4,72,68.5,99.8,88.5
453,Eindhoven University of Technology,Netherlands,2018,41.3,49,72.3,100,73.9
454,Erasmus University Rotterdam,Netherlands,2018,38.9,57.2,96.7,51.7,80.6
455,Leiden University,Netherlands,2018,44.6,63.2,87.8,78.8,70.5
456,Maastricht University,Netherlands,2018,40.2,49.7,79.9,87.6,96.7
457,Radboud University Nijmegen,Netherlands,2018,33.9,50.4,89.4,44.8,68.8
458,Tilburg University,Netherlands,2018,38.4,50.1,61.3,59,75.8
459,University of Amsterdam,Netherlands,2018,51.3,62.6,91.9,49.9,72.2
460,University of Groningen,Netherlands,2018,40.7,54.8,89,77.2,74.4
461,University of Twente,Netherlands,2018,35.5,47,68.5,83.6,85.3
462,Utrecht University,Netherlands,2018,45.5,63.1,89.9,72.6,59.6
463,Vrije Universiteit Amsterdam,Netherlands,2018,32.5,40.7,89.1,56.3,60.7
464,Wageningen University & Research,Netherlands,2018,46.6,53.6,95.2,100,80.6
465,Graz University of Technology,Austria,2011,,,,,
466,Johannes Kepler University of Linz,Austria,2011,,,,,
467,Medical University of Graz,Austria,2011,,,,,
468,Medical University of Vienna,Austria,2011,,,,,
469,University of Graz,Austria,2011,,,,,
470,University of Innsbruck,Austria,2011,,,,,
471,University of Vienna,Austria,2011,,,,,
472,Vienna University of Technology,Austria,2011,,,,,
473,Graz University of Technology,Austria,2012,,,,,
474,Johannes Kepler University of Linz,Austria,2012,18.4,11.1,62.8,73.4,56.6
475,Medical University of Graz,Austria,2012,,,,,
476,Medical University of Vienna,Austria,2012,,,,,
477,University of Graz,Austria,2012,24.9,14,55.1,25.5,63.8
478,University of Innsbruck,Austria,2012,23.1,13.8,65.7,32.8,90.7
479,University of Vienna,Austria,2012,49.5,41.2,45.2,25.4,86.6
480,Vienna University of Technology,Austria,2012,26.3,14.1,24.3,35.2,82.5
481,Graz University of Technology,Austria,2013,,,,,
482,Johannes Kepler University of Linz,Austria,2013,22,13.8,59.3,,59
483,Medical University of Graz,Austria,2013,,,,,
484,Medical University of Vienna,Austria,2013,23.7,13.4,66,33.2,66.2
485,University of Graz,Austria,2013,26.9,17.6,57.4,29.5,59.7
486,University of Innsbruck,Austria,2013,36.6,17.9,71.6,38.2,88.7
487,University of Vienna,Austria,2013,44.3,46.7,52.4,29.1,86.3
488,Vienna University of Technology,Austria,2013,44.8,32.4,34.2,65.5,71.4
489,Graz University of Technology,Austria,2014,,,,,
490,Johannes Kepler University of Linz,Austria,2014,20,15.3,51,41.9,57.7
491,Medical University of Graz,Austria,2014,,,,,
492,Medical University of Vienna,Austria,2014,25.9,15.9,68.3,33.7,69.4
493,University of Graz,Austria,2014,24.6,14.4,51,29.5,59.9
494,University of Innsbruck,Austria,2014,25.2,17.2,70.6,40.2,91.4
495,University of Vienna,Austria,2014,35.8,36.1,57.4,29.3,89.5
496,Vienna University of Technology,Austria,2014,39.2,30.8,40.9,66.6,72.4
497,Graz University of Technology,Austria,2015,,,,,
498,Johannes Kepler University of Linz,Austria,2015,,,,,
499,Medical University of Graz,Austria,2015,,,,,
500,Medical University of Vienna,Austria,2015,28.6,17,71.1,33.7,73.1
501,University of Graz,Austria,2015,23.7,17.3,55.1,30.2,64.8
502,University of Innsbruck,Austria,2015,23.9,17.1,77,42,93.4
503,University of Vienna,Austria,2015,35.2,39.7,56.3,29.4,91
504,Vienna University of Technology,Austria,2015,43.3,32.4,41.7,64.1,75.9
505,Graz University of Technology,Austria,2016,26,15.8,52.9,77.2,69.3
506,Johannes Kepler University of Linz,Austria,2016,19.2,13.8,51.6,37.4,58.5
507,Medical University of Graz,Austria,2016,,,,,
508,Medical University of Vienna,Austria,2016,26.6,14.6,89.1,33.9,81.7
509,University of Graz,Austria,2016,24.9,16.3,53.3,29.3,68.9
510,University of Innsbruck,Austria,2016,23.6,16.9,67.3,39.9,95.7
511,University of Vienna,Austria,2016,40.8,50.5,63.6,30.2,92.6
512,Vienna University of Technology,Austria,2016,34.1,32,54.6,86.5,77.3
513,Graz University of Technology,Austria,2017,28.5,15.4,60,67.8,71.2
514,Johannes Kepler University of Linz,Austria,2017,25.3,15.5,49.9,41.2,58
515,Medical University of Graz,Austria,2017,,,,,
516,Medical University of Vienna,Austria,2017,,,,,
517,University of Graz,Austria,2017,23.1,17,56.2,33.2,69.5
518,University of Innsbruck,Austria,2017,26.1,18.7,70.8,43.1,96.2
519,University of Vienna,Austria,2017,41.1,46.6,65.9,33.5,93
520,Vienna University of Technology,Austria,2017,38.1,25.5,57.7,70.9,79.1
521,Graz University of Technology,Austria,2018,26.2,16.3,58.5,69.3,74.7
522,Johannes Kepler University of Linz,Austria,2018,26.3,15.3,49.8,53.7,59.9
523,Medical University of Graz,Austria,2018,24.3,15.7,85.8,46.9,74.8
524,Medical University of Vienna,Austria,2018,31.2,13.5,90.2,36.6,84.1
525,University of Graz,Austria,2018,23.7,18.3,58.1,32.8,74
526,University of Innsbruck,Austria,2018,27.5,18.5,77.8,37.5,96.7
527,University of Vienna,Austria,2018,42.6,47.6,66,33.2,93.4
528,Vienna University of Technology,Austria,2018,37.2,29.2,53.2,67.6,81.1
